Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment
1998,Portugal,75.25478,3.753451,243224.5,0.433746,214277.8,220158.0,49600000000.0,180.2065,100.0,106.1787,17521.63,5.693785
1999,Portugal,77.31423,3.753451,243224.5,0.221041,222648.7,220158.0,51100000000.0,188.1718,100.0,93.08214,9330.475,5.07826
2000,Portugal,79.47983,3.753451,243224.5,0.231808,231145.5,220158.0,51000000000.0,217.5416,100.0,92.75568,9798.204,4.697619
2001,Portugal,82.35669,3.753451,243224.5,0.251863,235638.0,220158.0,52000000000.0,223.9359,100.0,65.58553,10524.62,4.772225
2002,Portugal,86.22081,3.753451,243224.5,0.283257,237454.6,220158.0,52200000000.0,212.6765,100.0,51.96629,12084.53,5.767419
2003,Portugal,89.1189,3.753451,243224.5,0.133839,235245.0,220158.0,51600000000.0,177.4482,100.0,55.60659,6740.6,6.945851
2004,Portugal,91.42251,3.753451,243224.5,0.097544,239453.0,220158.0,51100000000.0,161.3396,100.0,75.96076,5981.956,7.348092
2005,Portugal,93.16348,3.753451,243224.5,0.064961,241325.2,220158.0,57100000000.0,161.3194,100.0,80.97285,4150.11,8.302135
2006,Portugal,95.48832,3.753451,243224.5,0.038348,245247.0,220158.0,56900000000.0,159.7296,100.0,103.3042,2711.278,8.352722
2007,Portugal,97.64331,3.753451,243224.5,0.023596,251394.1,220158.0,55800000000.0,146.4582,100.0,142.364,1938.021,8.708306
2008,Portugal,99.4586,3.753451,243224.5,0.020802,252196.7,220158.0,52800000000.0,136.9975,100.0,112.9218,1972.426,8.306925
2009,Portugal,100.1062,3.753451,243224.5,0.04301,244323.0,220158.0,47300000000.0,144.202,100.0,85.23066,3082.636,10.18815
2010,Portugal,100.5945,3.753451,243224.5,0.055513,248568.3,220158.0,47100000000.0,151.3706,100.0,84.29924,4314.794,11.50988
2011,Portugal,102.9087,3.753451,243224.5,0.031742,244309.0,220158.0,46400000000.0,144.1699,96.42581,79.3588,2635.37,13.43263
2012,Portugal,104.2675,3.753451,243224.5,0.039344,234412.3,220158.0,43900000000.0,155.952,83.99924,55.64637,2857.507,16.51281
2013,Portugal,104.5966,3.753451,243224.5,0.045426,232105.5,220158.0,44700000000.0,150.9708,85.26245,66.60546,3440.326,17.09646
2014,Portugal,104.9257,3.753451,243224.5,0.070079,233826.3,220158.0,45300000000.0,151.1121,85.7766,70.75579,5492.96,14.51665
2015,Portugal,105.7643,3.753451,243224.5,0.104048,237543.7,220158.0,46100000000.0,180.5912,73.49655,50.85087,6963.204,12.93582
2016,Portugal,106.7941,3.753451,243224.5,0.168746,242304.4,220158.0,46900000000.0,181.3108,75.14877,43.49886,11477.23,11.41204
2017,Portugal,108.2166,3.753451,243224.5,0.137658,250335.9,220158.0,48000000000.0,177.8078,79.92735,47.88801,10843.27,9.142088
2018,Portugal,109.1826,3.753451,243224.5,0.109742,257711.6,220158.0,48200000000.0,169.7679,86.93612,52.68328,9781.692,7.16525
2019,Portugal,109.7452,3.753451,243224.5,0.074862,264787.7,220158.0,46900000000.0,179.0557,85.99852,47.51731,6697.346,6.621142
2020,Portugal,109.5541,3.753451,243224.5,0.08486,243062.8,220158.0,43300000000.0,175.915,85.1243,42.37301,6620.451,6.945984
2021,Portugal,109.8726,3.753451,243224.5,0.110427,256574.2,220158.0,44800000000.0,169.4579,91.82632,51.05111,10837.93,6.558027
2022,Portugal,115.1274,3.753451,243224.5,0.092092,274498.0,220158.0,45200000000.0,190.6573,86.19131,50.88455,10615.79,6.054618
2023,Portugal,121.2527,3.753451,243224.5,0.092678,283007.3,220158.0,43800000000.0,185.3888,89.43707,54.63154,10542.1,6.497969
2024,Portugal,124.5754,3.753451,243224.5,0.095096,289274.8,220158.0,44100000000.0,185.3357,92.36209,58.48845,11034.44,6.425671
2025,Portugal,127.3885,3.753451,243224.5,0.095096,294666.6,220158.0,44200000000.0,177.8458,101.1016,69.91004,16128.74,6.028593
2026,Portugal,128.9809,3.753451,243224.5,0.095096,294666.6,220158.0,44200000000.0,171.7701,101.1016,87.11254,16128.74,6.028593
1997,Romania,82.59775,3.753451,243224.5,0.473473,113479.1,220158.0,65700000000.0,0.711152,59.01875,63.32965,5322.754,7.508333
1998,Romania,82.59775,3.753451,243224.5,0.261602,111175.7,220158.0,54400000000.0,0.886853,59.01875,38.0149,3079.391,9.266667
1999,Romania,82.59775,3.753451,243224.5,0.190674,110757.0,220158.0,50300000000.0,1.529019,59.01875,16.87137,2008.9,11.38333
2000,Romania,82.59775,3.753451,243224.5,0.161808,113482.9,220158.0,53500000000.0,2.169302,59.01875,14.56247,2107.107,11.175
2001,Romania,82.59775,3.753451,243224.5,0.145368,119404.7,220158.0,55700000000.0,2.905364,59.01875,12.84071,2266.923,8.991667
2002,Romania,82.59775,3.753451,243224.5,0.134346,126214.3,220158.0,55800000000.0,3.305855,59.01875,21.3009,2395.399,10.18333
2003,Romania,82.59775,3.753451,243224.5,0.104275,129169.2,220158.0,55400000000.0,3.322325,59.01875,31.53279,2499.53,7.558333
2004,Romania,82.59775,3.753451,243224.5,0.139662,142639.1,220158.0,56300000000.0,3.264298,59.01875,55.55492,4538.767,6.75
2005,Romania,82.59775,3.753451,243224.5,0.147069,149297.7,220158.0,55900000000.0,2.91375,59.01875,111.4315,5917.618,5.825
2006,Romania,82.59775,3.753451,243224.5,0.174006,161284.5,220158.0,61400000000.0,2.807985,78.40446,156.9771,8884.673,5.416667
2007,Romania,85.28735,3.753451,243224.5,0.159593,172951.5,220158.0,67600000000.0,2.436424,110.9841,217.9645,11221.2,4.3
2008,Romania,91.38998,3.753451,243224.5,0.115009,189049.0,220158.0,69300000000.0,2.5201,134.9109,137.552,9732.639,3.983333
2009,Romania,96.92005,3.753451,243224.5,0.19553,178619.7,220158.0,65400000000.0,3.048032,103.7779,67.15886,10628.62,6.283333
2010,Romania,102.4101,3.753451,243224.5,0.178575,171643.1,220158.0,68700000000.0,3.180311,100.0,94.5285,11075.82,7.625
2011,Romania,106.8269,3.753451,243224.5,0.147759,179359.5,220158.0,74200000000.0,3.049533,110.3299,97.89782,11315.69,5.383333
2012,Romania,109.834,3.753451,243224.5,0.147131,182773.8,220158.0,76200000000.0,3.467894,104.9345,80.30836,10373.88,5.066667
2013,Romania,112.6374,3.753451,243224.5,0.147753,183283.3,220158.0,82200000000.0,3.327337,111.4584,98.38727,10877.21,5.258333
2014,Romania,113.7413,3.753451,243224.5,0.125884,190827.3,220158.0,87300000000.0,3.349061,119.339,115.2277,9796.192,5.25
2015,Romania,112.7785,3.753451,243224.5,0.122783,196851.7,220158.0,89700000000.0,4.00357,105.1585,103.215,8579.738,5.125
2016,Romania,111.8852,3.753451,243224.5,0.118486,202481.6,220158.0,92300000000.0,4.061554,113.6441,94.04098,8842.177,4.791667
2017,Romania,113.6931,3.753451,243224.5,0.111212,219075.9,220158.0,100000000000.0,4.050527,128.1647,113.0859,9504.368,4.266667
2018,Romania,117.2223,3.753451,243224.5,0.092135,230894.1,220158.0,104000000000.0,3.940379,145.9791,121.6014,9005.992,3.566667
2019,Romania,121.4379,3.753451,243224.5,0.090221,240038.1,220158.0,101000000000.0,4.238352,149.7109,117.5561,8715.862,3.05
2020,Romania,126.3465,3.753451,243224.5,0.115273,231401.5,220158.0,91700000000.0,4.243836,153.4905,120.3833,10619.25,3.116667
2021,Romania,132.3037,3.753451,243224.5,0.090073,244330.7,220158.0,97700000000.0,4.159353,181.7792,160.4408,10466.7,3.05
2022,Romania,145.1264,3.753451,243224.5,0.084896,254562.5,220158.0,98600000000.0,4.688494,193.2477,149.6052,11250.3,2.933333
2023,Romania,162.5426,3.753451,243224.5,0.109595,260309.9,220158.0,96200000000.0,4.574381,214.334,164.1564,14468.2,2.883333
2024,Romania,173.212,3.753451,243224.5,0.108872,262694.3,220158.0,94500000000.0,4.598773,244.3215,213.7077,14838.69,3.158333
2025,Romania,184.5871,3.753451,243224.5,0.108872,264474.9,220158.0,94200000000.0,4.46913,266.8561,250.9554,17716.13,3.283333
2026,Romania,193.0949,3.753451,243224.5,0.108872,264474.9,220158.0,94200000000.0,4.364554,266.8561,363.0427,17716.13,3.283333
1996,Russian Federation,50.76591,3.753451,315252.8,0.248506,898095.7,191600.1,264000000000.0,5.783412,91.92693,132.3027,17784.0,10.82492
1997,Russian Federation,50.76591,3.753451,315252.8,0.248506,898095.7,191600.1,264000000000.0,5.783412,91.92693,132.3027,17784.0,10.82492
1998,Russian Federation,50.76591,3.753451,315252.8,0.210437,851997.4,191600.1,250000000000.0,9.938847,91.92693,54.90778,12223.0,11.88359
1999,Russian Federation,50.76591,3.753451,315252.8,0.335342,902797.8,191600.1,277000000000.0,24.85553,91.92693,7.584862,12456.0,13.02706
2000,Russian Federation,50.76591,3.753451,315252.8,0.667324,993538.5,191600.1,318000000000.0,28.1542,91.92693,13.50771,27972.0,10.55149
2001,Russian Federation,50.76591,3.753451,315252.8,0.718165,1043649.0,191600.1,328000000000.0,29.20034,91.92693,13.07972,36622.0,8.950524
2002,Russian Federation,50.76591,3.753451,315252.8,0.823399,1093100.0,191600.1,338000000000.0,31.38375,91.92693,21.54266,47793.0,8.058492
2003,Russian Federation,53.67943,3.753451,315252.8,1.056207,1172679.0,191600.1,370000000000.0,30.6831,91.92693,29.98019,76938.0,8.243252
2004,Russian Federation,59.41362,3.753451,315252.8,1.331776,1256669.0,191600.1,400000000000.0,28.80525,91.92693,42.56018,124541.2,7.735817
2005,Russian Federation,65.34469,3.753451,315252.8,1.483565,1336326.0,191600.1,420000000000.0,28.29264,91.92693,55.06177,182240.3,7.16063
2006,Russian Federation,70.60962,3.753451,315252.8,1.884778,1444870.0,191600.1,447000000000.0,27.17852,91.92693,111.3183,303732.4,7.070196
2007,Russian Federation,76.36179,3.753451,337839.3,2.163776,1568185.0,246106.3,478000000000.0,25.57107,91.92693,152.1659,477890.2,6.052405
2008,Russian Federation,86.848,3.753451,342972.4,1.477171,1654172.0,287876.1,481000000000.0,24.87336,91.92693,136.9013,427079.8,6.263401
2009,Russian Federation,97.31931,3.753451,333605.9,2.395803,1522669.0,185520.0,436000000000.0,31.77019,91.92693,62.7274,439450.2,8.242748
2010,Russian Federation,102.6424,3.753451,367362.8,1.969665,1591294.0,241941.4,470000000000.0,30.36816,91.92693,97.49895,479379.3,7.34548
2011,Russian Federation,110.4776,3.753451,357274.8,1.567599,1658249.0,290537.4,493000000000.0,29.40614,91.92693,118.0157,498648.6,6.496654
2012,Russian Federation,116.6157,3.753451,357008.9,1.600267,1724746.0,314920.7,509000000000.0,31.0565,91.92693,94.01185,537617.6,5.431441
2013,Russian Federation,123.2021,3.753451,366275.6,1.488257,1753042.0,313056.8,513000000000.0,31.86124,91.92693,88.16642,509594.8,5.491592
2014,Russian Federation,132.5112,3.753451,368400.1,1.2432,1765337.0,288252.5,525000000000.0,38.58106,91.92693,62.95364,385459.9,5.159291
2015,Russian Federation,154.1114,3.753451,389876.0,1.902109,1733405.0,211901.7,514000000000.0,61.33828,91.92693,28.53856,368398.7,5.576772
2016,Russian Federation,165.5923,3.753451,407311.6,1.98364,1737322.0,214593.7,527000000000.0,67.05876,91.92693,27.12839,377741.3,5.523669
2017,Russian Federation,171.3832,3.753451,424739.0,1.821255,1768263.0,252199.0,542000000000.0,58.31053,91.92693,37.11262,432742.2,5.181389
2018,Russian Federation,175.6887,3.753451,447322.8,1.875913,1815848.0,258561.4,568000000000.0,62.84197,91.92693,36.66968,468495.0,4.796896
2019,Russian Federation,183.0392,3.753451,440086.8,2.183921,1855216.0,266073.1,590000000000.0,64.70885,91.92693,39.81469,554359.0,4.606458
2020,Russian Federation,188.7808,3.753451,438089.9,2.484178,1808971.0,257082.6,577000000000.0,72.35351,91.92693,34.69087,595774.1,5.769957
2021,Russian Federation,201.421,3.753451,445795.1,2.09956,1910143.0,297382.8,610000000000.0,73.66662,91.92693,42.90825,630626.8,4.852065
2022,Russian Federation,234.337,3.753451,445795.1,2.103282,1887069.0,297382.8,616000000000.0,69.84891,91.92693,34.35931,581989.1,3.959663
2023,Russian Federation,247.135,3.753451,445795.1,1.967851,1960345.0,297382.8,644000000000.0,85.42101,91.92693,23.72455,598591.7,3.176072
2024,Russian Federation,267.5083,3.753451,445795.1,2.02142,2055992.0,297382.8,672000000000.0,92.8924,91.92693,21.97807,609068.0,2.517208
2025,Russian Federation,289.2523,3.753451,445795.1,2.02142,2078635.0,297382.8,680000000000.0,83.84546,91.92693,25.42641,754853.4,2.242175
2026,Russian Federation,297.777,3.753451,445795.1,2.02142,2078635.0,297382.8,680000000000.0,78.84757,91.92693,27.81719,754853.4,2.242175
1996,Singapore,83.7453,3.753451,101105.5,0.899878,117739.5,143235.1,30900000000.0,1.485407,47.19794,65.00854,118938.8,1.425
1997,Singapore,83.7453,3.753451,112599.5,0.899878,117739.5,157085.1,30900000000.0,1.485407,47.19794,65.00854,118938.8,1.425
1998,Singapore,84.07123,3.753451,113076.4,1.215627,115203.3,137387.2,30800000000.0,1.671595,39.3733,36.86618,123823.4,2.575
1999,Singapore,84.49364,3.753451,118267.8,1.149675,121746.6,149029.6,35100000000.0,1.694527,45.24366,55.04742,127344.2,2.8
2000,Singapore,85.75175,3.753451,136972.7,1.028185,132746.1,169121.8,40500000000.0,1.724528,55.41969,58.70709,138155.0,2.6
2001,Singapore,87.08913,3.753451,134047.4,1.190687,131346.2,153754.6,35900000000.0,1.792073,57.97262,44.99567,138744.2,2.675
2002,Singapore,87.04263,3.753451,149495.6,1.206144,136439.3,158254.2,38800000000.0,1.79071,57.38867,43.06437,141490.3,3.575
2003,Singapore,87.86383,3.753451,193073.9,1.182903,142592.1,179025.2,40000000000.0,1.742493,63.9972,41.73902,161745.2,4.0
2004,Singapore,89.61491,3.753451,230497.8,1.047631,156812.8,217291.7,45500000000.0,1.690271,75.29074,54.94408,182276.8,3.375
2005,Singapore,90.74158,3.753451,257005.0,0.957965,168342.7,234460.0,49800000000.0,1.664452,83.17331,65.08399,192044.6,3.125
2006,Singapore,92.29174,3.753451,285658.5,0.867488,183585.2,260585.1,55900000000.0,1.588889,93.19046,78.18547,208304.2,2.675
2007,Singapore,94.34415,3.753451,309824.2,0.883215,200166.5,277259.6,59200000000.0,1.506898,102.145,110.96,233913.1,2.1
2008,Singapore,99.73734,3.753451,323482.1,0.772942,204019.5,307283.9,56800000000.0,1.414757,107.1735,93.02284,249546.1,2.275
2009,Singapore,99.71872,3.753451,288956.7,1.055434,204143.7,263527.0,54300000000.0,1.454287,94.34961,76.81136,261374.6,3.0
2010,Singapore,101.2439,3.753451,349080.0,0.914054,233799.6,311281.3,70400000000.0,1.363172,100.0,106.3509,286563.3,2.175
2011,Singapore,103.443,3.753451,371516.1,0.820002,248249.4,326057.8,76000000000.0,1.257494,110.332,115.4592,305589.5,2.025
2012,Singapore,106.0876,3.753451,373310.9,0.812419,259237.0,337225.0,76200000000.0,1.249427,112.8731,116.1283,313987.3,1.95
2013,Singapore,107.9085,3.753451,387246.9,0.881147,271641.7,348657.7,77400000000.0,1.251228,109.9175,125.6608,341734.8,1.9
2014,Singapore,110.0218,3.753451,397119.6,0.894692,282367.8,353672.7,79500000000.0,1.267348,108.4839,124.6011,337676.1,1.95
2015,Singapore,110.5681,3.753451,398358.8,1.132639,290814.3,357868.8,75600000000.0,1.374665,105.5742,113.9335,348420.5,1.9
2016,Singapore,111.5695,3.753451,399495.4,1.211105,302240.8,359960.5,78300000000.0,1.381132,106.6354,99.32918,353365.8,2.075
2017,Singapore,113.1931,3.753451,428983.0,1.134918,315356.9,381235.7,86500000000.0,1.380699,107.6203,114.3557,371487.4,2.175
2018,Singapore,115.0999,3.753451,447811.6,1.05101,325471.1,401726.8,92400000000.0,1.348788,109.5023,120.2008,389214.5,2.125
2019,Singapore,116.3022,3.753451,435942.2,1.038003,329305.4,398024.5,91000000000.0,1.364158,104.886,115.143,372724.0,2.225
2020,Singapore,116.1404,3.753451,453784.1,1.441478,317206.5,396447.8,97800000000.0,1.379672,86.29816,95.99359,475204.9,3.025
2021,Singapore,117.2366,3.753451,484749.7,1.362568,349398.7,426436.2,111000000000.0,1.343474,98.11283,112.8442,552760.6,2.65
2022,Singapore,122.0825,3.753451,483985.2,0.795363,363402.2,448163.4,114000000000.0,1.378992,101.5382,114.5893,377675.6,2.1
2023,Singapore,127.1746,3.753451,470898.4,1.071835,368650.2,411522.2,109000000000.0,1.342845,104.8588,117.0303,452763.4,1.95
2024,Singapore,130.6798,3.753451,517011.6,1.085773,388542.5,461463.7,113000000000.0,1.336393,105.8012,124.1112,496542.1,1.95
2025,Singapore,131.6004,3.753451,517011.6,1.085773,407812.8,461463.7,123000000000.0,1.30748,110.0441,153.3918,516139.5,2.0
2026,Singapore,132.4761,3.753451,517011.6,1.085773,407812.8,461463.7,123000000000.0,1.277536,110.0441,187.4684,516139.5,2.0
1996,Slovakia,101.8832,3.753451,56.88951,0.353554,56014.24,55257.01,14100000000.0,33.53452,91.92693,56.97089,4151.565,12.91417
1997,Slovakia,101.8832,3.753451,56.88951,0.353554,56014.24,55257.01,14100000000.0,33.53452,91.92693,56.97089,4151.565,12.91417
1998,Slovakia,101.8832,3.753451,56.88951,0.315584,58152.22,55257.01,14900000000.0,35.39799,91.92693,38.6033,4116.899,13.825
1999,Slovakia,101.8832,3.753451,56.88951,0.428222,57874.93,55257.01,14600000000.0,41.42638,91.92693,26.17307,4838.432,17.49083
2000,Slovakia,101.8832,3.753451,56.88951,0.46696,58299.66,55257.01,14900000000.0,46.27156,91.92693,22.32381,5933.027,18.265
2001,Slovakia,101.8832,3.753451,56.88951,0.404657,60012.34,55257.01,15400000000.0,48.36541,91.92693,26.86384,5979.976,18.26667
2002,Slovakia,101.8832,3.753451,56.88951,0.773626,62656.91,55257.01,16600000000.0,45.26152,91.92693,32.39058,12825.81,17.80833
2003,Slovakia,101.8832,3.753451,56.88951,0.738652,65743.52,55257.01,19100000000.0,36.74441,91.92693,54.58557,16687.07,15.18167
2004,Slovakia,101.8832,3.753451,56.88951,0.662436,69291.48,55257.01,19800000000.0,32.22527,91.92693,77.97672,19307.17,14.24167
2005,Slovakia,101.8832,3.753451,56.88951,0.569082,73766.11,55257.01,20000000000.0,31.05213,91.92693,159.2531,19459.01,11.62583
2006,Slovakia,101.8832,3.753451,56.88951,0.348363,80336.62,55257.01,23100000000.0,29.64687,91.92693,148.6689,15518.78,10.3625
2007,Slovakia,101.8832,3.753451,56.88951,0.356537,89011.37,55257.01,27000000000.0,24.68063,91.92693,169.999,20965.43,8.420833
2008,Slovakia,101.8832,3.753451,56.88951,0.266613,93901.84,55257.01,30300000000.0,21.35621,91.92693,186.911,19085.53,7.645
2009,Slovakia,101.8832,3.753451,56.88951,0.034014,88754.04,55257.01,25300000000.0,21.67017,91.92693,129.6691,1840.432,11.44
2010,Slovakia,101.8832,3.753451,68.39344,0.033411,94786.34,65596.39,29500000000.0,22.7455,91.92693,88.07543,2143.977,12.4725
2011,Slovakia,101.8832,3.753451,74.59841,0.031779,97206.71,70101.58,31100000000.0,21.66435,91.92693,93.22714,2457.38,13.15167
2012,Slovakia,101.8832,3.753451,83.8925,0.033271,98747.98,75828.17,33900000000.0,23.43468,91.92693,74.28413,2494.578,13.58083
2013,Slovakia,101.8832,3.753451,88.2501,0.027017,99438.55,79553.64,32700000000.0,22.68609,91.92693,74.40092,2139.703,14.1
2014,Slovakia,101.8832,3.753451,92.5727,0.033558,102116.0,83920.95,33800000000.0,22.70715,91.92693,82.29308,2670.003,12.78167
2015,Slovakia,101.8832,3.753451,98.66068,0.040226,107376.6,92847.91,35400000000.0,27.13647,91.92693,84.44746,2876.438,11.49333
2016,Slovakia,101.8832,3.753451,103.6672,0.039421,109496.2,100376.8,36200000000.0,27.24562,91.92693,102.395,2888.967,9.48
2017,Slovakia,101.8832,3.753451,107.008,0.04475,112606.2,104667.0,36900000000.0,26.72007,91.92693,105.4815,3578.903,7.060833
2018,Slovakia,101.8832,3.753451,113.2379,0.05732,117161.9,111474.0,36500000000.0,25.51065,91.92693,115.8984,5198.955,5.420833
2019,Slovakia,101.8832,3.753451,115.4204,0.079945,119852.8,117889.4,34300000000.0,26.90635,91.92693,113.0417,7097.371,5.0025
2020,Slovakia,101.8832,3.753451,111.3243,0.111602,116753.2,112046.3,31300000000.0,26.43439,91.92693,115.1992,9272.676,6.788333
2021,Slovakia,101.8832,3.753451,121.9874,0.093649,123359.6,121577.7,34700000000.0,25.46409,91.92693,129.8581,9596.676,7.475833
2022,Slovakia,101.8832,3.753451,122.0825,0.090484,124098.5,124560.4,33200000000.0,28.64977,91.92693,114.2471,10219.43,6.3075
2023,Slovakia,101.8832,3.753451,129.1514,0.099128,126678.3,129184.9,34400000000.0,27.85805,91.92693,102.0621,11139.53,5.2975
2024,Slovakia,101.8832,3.753451,129.761,0.129219,129168.1,132746.0,34500000000.0,27.85006,91.92693,97.46892,14558.08,5.006667
2025,Slovakia,101.8832,3.753451,129.761,0.129219,130201.1,132746.0,33400000000.0,26.72453,91.92693,95.05844,18043.05,4.985833
2026,Slovakia,101.8832,3.753451,129.761,0.129219,130201.1,132746.0,33400000000.0,25.81159,91.92693,102.3128,18043.05,4.985833
1997,Slovenia,69.44253,3.753451,243224.5,0.468626,33980.99,220158.0,9300000000.0,159.1127,44.74151,109.4465,3311.438,14.43333
1998,Slovenia,69.44253,3.753451,243224.5,0.466035,34985.62,220158.0,10700000000.0,166.3552,44.74151,109.4465,3637.983,14.48333
1999,Slovenia,69.44253,3.753451,243224.5,0.39285,36763.24,220158.0,10700000000.0,182.7117,44.74151,109.4465,3196.649,13.56667
2000,Slovenia,69.44253,3.753451,243224.5,0.305689,38223.3,220158.0,11500000000.0,224.4546,44.74151,109.4465,3097.08,11.74167
2001,Slovenia,74.82615,3.753451,243224.5,0.437574,39347.41,220158.0,11900000000.0,243.6794,47.07768,109.4465,4443.942,11.2
2002,Slovenia,80.76932,3.753451,243224.5,0.63331,40597.78,220158.0,12100000000.0,239.8694,51.72387,109.4465,6926.845,11.26667
2003,Slovenia,85.47481,3.753451,243224.5,0.612922,41865.69,220158.0,12200000000.0,206.6748,64.47072,109.4465,8470.428,10.85
2004,Slovenia,88.16202,3.753451,243224.5,0.500362,43556.43,220158.0,12700000000.0,192.3841,73.63132,109.4465,8775.78,10.325
2005,Slovenia,89.16943,3.753451,243224.5,0.417496,45372.45,220158.0,13300000000.0,192.7651,81.34462,109.4465,8176.875,10.14167
2006,Slovenia,90.59017,3.753451,243224.5,0.310601,48252.91,220158.0,14100000000.0,190.8887,88.03381,109.4465,7154.257,9.433333
2007,Slovenia,94.0269,3.753451,243224.5,0.035719,51758.97,220158.0,15200000000.0,175.0876,105.5963,207.0346,1053.241,7.716667
2008,Slovenia,98.68057,3.753451,243224.5,0.02725,53332.3,220158.0,15400000000.0,163.7502,123.6431,174.4737,928.4577,6.733333
2009,Slovenia,100.1957,3.753451,243224.5,0.045231,49096.07,220158.0,12700000000.0,172.3566,101.7981,94.86562,1091.063,9.158333
2010,Slovenia,100.4951,3.753451,243224.5,0.039892,49619.73,220158.0,13500000000.0,180.9326,100.0,82.29064,1062.334,10.75833
2011,Slovenia,101.3448,3.753451,243224.5,0.032043,50115.34,220158.0,13800000000.0,172.3291,108.8677,70.36655,1007.957,11.86667
2012,Slovenia,103.0913,3.753451,243224.5,0.033281,48783.06,220158.0,13800000000.0,186.4126,97.35382,50.71342,947.9528,12.00833
2013,Slovenia,104.8598,3.753451,243224.5,0.031164,48330.54,220158.0,13600000000.0,180.4584,99.66084,57.79412,917.133,13.125
2014,Slovenia,105.341,3.753451,243224.5,0.034328,49599.14,220158.0,13800000000.0,180.6254,101.5775,71.11062,1030.37,13.08333
2015,Slovenia,105.82,3.753451,243224.5,0.033104,50681.68,220158.0,14500000000.0,215.859,89.43465,57.61478,857.2656,12.275
2016,Slovenia,106.4762,3.753451,243224.5,0.027841,52336.09,220158.0,15600000000.0,216.7275,98.21149,54.49033,742.9102,11.18333
2017,Slovenia,107.6022,3.753451,243224.5,0.028188,55087.12,220158.0,16900000000.0,212.5681,111.4454,61.89798,880.1786,9.475
2018,Slovenia,108.8929,3.753451,243224.5,0.02565,57543.11,220158.0,17800000000.0,202.9269,124.715,69.29986,928.9376,8.258333
2019,Slovenia,110.7373,3.753451,243224.5,0.026414,59523.5,220158.0,18300000000.0,214.0287,122.4479,67.58227,1006.888,7.65
2020,Slovenia,112.0648,3.753451,243224.5,0.035412,56885.19,220158.0,17100000000.0,210.2744,110.6718,67.92931,1302.581,8.725
2021,Slovenia,113.0181,3.753451,243224.5,0.046107,61601.01,220158.0,18800000000.0,202.5563,131.7619,90.9334,2263.521,7.608333
2022,Slovenia,120.9404,3.753451,243224.5,0.037952,63447.14,220158.0,19200000000.0,227.897,120.4823,83.31068,2261.88,5.775
2023,Slovenia,130.8672,3.753451,243224.5,0.038045,65073.92,220158.0,18200000000.0,221.5988,125.4813,89.96461,2348.239,4.925
2024,Slovenia,134.3005,3.753451,243224.5,0.038043,66170.0,220158.0,18000000000.0,221.5354,128.2128,114.7428,2860.77,4.641667
2025,Slovenia,138.1528,3.753451,243224.5,0.038043,66786.62,220158.0,17700000000.0,212.5825,138.9149,175.6758,3535.487,4.608333
2026,Slovenia,140.0479,3.753451,243224.5,0.038043,66786.62,220158.0,17700000000.0,205.3204,138.9149,227.626,3535.487,4.608333
1996,South Africa,76.65309,3.753451,69103.7,0.527583,263335.7,81777.29,95200000000.0,4.606554,80.00222,26.17536,5847.0,26.05535
1997,South Africa,76.65309,3.753451,76278.89,0.527583,263335.7,81777.29,95200000000.0,4.606554,80.00222,26.17536,5847.0,26.05535
1998,South Africa,76.65309,3.753451,68724.37,0.527583,264652.4,81777.29,94400000000.0,5.528227,80.00222,26.17536,5506.0,26.05535
1999,South Africa,76.65309,3.753451,72911.01,0.527583,271004.1,81777.29,93700000000.0,6.112958,71.15361,26.17536,7498.0,26.05535
2000,South Africa,76.65309,3.753451,80531.48,0.527583,282386.3,81777.29,97800000000.0,6.942925,63.13113,26.17536,7692.0,26.05535
2001,South Africa,76.65309,3.753451,82808.07,0.527583,290010.7,81777.29,99600000000.0,8.615467,52.12337,26.17536,7629.0,26.05535
2002,South Africa,76.65309,3.753451,82463.19,0.527583,300742.2,81777.29,104000000000.0,10.50244,45.05727,26.17536,7816.0,27.84063
2003,South Africa,80.5845,3.753451,78026.44,0.527583,309611.2,81777.29,102000000000.0,7.546392,65.87731,32.05762,8151.0,27.56712
2004,South Africa,78.62827,3.753451,81012.57,0.527583,323712.8,81777.29,106000000000.0,6.439562,85.50712,46.32004,14898.0,25.09258
2005,South Africa,79.78401,3.753451,84574.28,0.527583,340795.1,81777.29,109000000000.0,6.36407,93.25641,62.42404,20650.0,24.63161
2006,South Africa,81.25395,3.753451,85827.8,0.527583,359892.7,81777.29,114000000000.0,6.768022,98.53073,84.68823,25613.0,23.48972
2007,South Africa,85.15063,3.753451,94634.34,0.527583,379184.6,81777.29,119000000000.0,7.052135,100.7394,108.1348,32979.0,22.88476
2008,South Africa,90.77144,3.753451,100793.1,0.527583,391284.6,81777.29,118000000000.0,8.272849,87.55699,90.11039,34099.0,22.46765
2009,South Africa,97.51484,3.753451,79991.71,0.527583,385266.3,81777.29,102000000000.0,8.418819,83.32664,76.32392,39706.0,23.66736
2010,South Africa,101.4826,3.753451,85221.47,0.527583,396977.4,81777.29,107000000000.0,7.320391,100.0,105.4832,43825.0,24.84056
2011,South Africa,105.0193,3.753451,89053.65,0.475878,409555.8,94356.73,110000000000.0,7.263198,106.8015,117.9865,48855.0,24.78829
