Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment
1996,Advanced Economies,101.8832,2.113055,4520414.0,0.291661,33950163.0,4989094.0,8100000000000.0,7.546392,59.23351,93.097505,1202061.0,7.071621
1997,Advanced Economies,101.8832,2.113055,4952759.0,0.291661,33950163.0,5392757.0,8100000000000.0,7.546392,59.23351,93.097505,1202061.0,7.071621
1998,Advanced Economies,101.8832,1.90917,5141825.0,0.298636,34821159.0,5658476.0,8250000000000.0,7.546392,57.30905,93.097505,1230332.0,6.683189
1999,Advanced Economies,101.8832,1.737984,5409369.0,0.290025,35985399.0,6105051.0,8500000000000.0,7.546392,60.1363,93.097505,1261871.0,6.379832
2000,Advanced Economies,101.8832,2.701247,6064090.0,0.28005,37467104.0,6773346.0,8920000000000.0,7.546392,59.98409,93.097505,1366128.0,5.945781
2001,Advanced Economies,101.8832,2.665014,6062661.0,0.301574,38025964.0,6772880.0,8730000000000.0,7.546392,59.48592,93.097505,1410951.0,6.083438
2002,Advanced Economies,101.8832,2.068841,6353687.0,0.338647,38590851.0,7152648.0,8750000000000.0,7.546392,63.78122,93.097505,1628806.0,6.633609
2003,Advanced Economies,101.8832,2.054477,6639058.0,0.356308,39328920.0,7449024.0,8890000000000.0,7.546392,74.35941,93.097505,1980805.0,6.816206
2004,Advanced Economies,101.8832,2.12426,7219556.0,0.344219,40516823.0,8049181.0,9160000000000.0,7.546392,83.49292,93.097505,2284114.0,6.569727
2005,Advanced Economies,101.8832,2.29027,7562320.0,0.303207,41641876.0,8454541.0,9370000000000.0,7.546392,88.13634,93.097505,2246925.0,6.22899
2006,Advanced Economies,101.8832,2.402492,8180593.0,0.286595,42883738.0,9056577.0,9710000000000.0,7.546392,93.56353,93.097505,2416224.0,5.774818
2007,Advanced Economies,101.8832,2.341529,8651611.0,0.275381,44025862.0,9361320.0,9990000000000.0,7.546392,105.1334,93.097505,2604470.0,5.515876
2008,Advanced Economies,101.8832,4.073851,8822724.0,0.251073,44133064.0,9296806.0,9740000000000.0,7.546392,111.1505,93.097505,2658475.0,5.915271
2009,Advanced Economies,101.8832,0.582962,7683596.0,0.39287,42591405.0,8140257.0,8420000000000.0,7.546392,98.90963,93.097505,3149678.0,8.141659
2010,Advanced Economies,101.8832,1.704278,8725362.0,0.366576,43837072.0,9092439.0,9060000000000.0,7.546392,100.0,93.097505,3462328.0,8.455106
2011,Advanced Economies,101.8832,3.23847,9232359.0,0.344257,44544010.0,9448591.0,9220000000000.0,7.546392,106.8742,93.097505,3823939.0,8.167115
2012,Advanced Economies,101.8832,2.448517,9255862.0,0.376956,45063205.0,9519754.0,9260000000000.0,7.546392,101.3251,93.097505,4111088.0,8.300896
2013,Advanced Economies,101.8832,1.395067,9399233.0,0.388356,45718966.0,9599867.0,9310000000000.0,7.546392,102.22,93.097505,4243080.0,8.254138
2014,Advanced Economies,101.8832,0.491495,9651048.0,0.383093,46673950.0,9914852.0,9490000000000.0,7.546392,102.4293,93.097505,4252205.0,7.624245
2015,Advanced Economies,101.8832,0.086131,9753471.0,0.445253,47770871.0,10326904.0,9510000000000.0,7.546392,90.28958,93.097505,4342558.0,7.006724
2016,Advanced Economies,101.8832,0.30771,9913558.0,0.469382,48612104.0,10498930.0,9500000000000.0,7.546392,91.3892,93.097505,4484259.0,6.52296
2017,Advanced Economies,101.8832,1.437141,10423065.0,0.470434,49866614.0,10946144.0,9720000000000.0,7.546392,95.65863,93.097505,4936212.0,5.908583
2018,Advanced Economies,101.8832,1.717961,10710628.0,0.430748,50982948.0,11300887.0,9900000000000.0,7.546392,101.2388,93.097505,4965876.0,5.35351
2019,Advanced Economies,101.8832,1.492918,10726400.0,0.458774,51889843.0,11408410.0,9810000000000.0,7.546392,98.47438,93.097505,5115382.0,5.032226
2020,Advanced Economies,101.8832,0.466579,10055085.0,0.55791,49776702.0,10817234.0,9150000000000.0,7.546392,97.72811,93.097505,5743517.0,6.895663
2021,Advanced Economies,101.8832,2.473019,10911512.0,0.492165,52753051.0,11766588.0,9720000000000.0,7.546392,108.3778,93.097505,6304639.0,5.8205
2022,Advanced Economies,101.8832,7.956138,11146466.0,0.374292,54347382.0,12239031.0,9840000000000.0,7.546392,100.5522,93.097505,5489501.0,4.658578
2023,Advanced Economies,101.8832,4.986106,11012148.0,0.407011,55219837.0,11817225.0,9730000000000.0,7.546392,101.8144,93.097505,5574856.0,4.574727
2024,Advanced Economies,101.8832,2.400328,11140081.0,0.402631,56143942.0,11972561.0,9610000000000.0,7.546392,102.2363,93.097505,5532809.0,4.692289
2025,Advanced Economies,101.8832,2.39701,11140081.0,0.402631,57170146.0,11972561.0,9740000000000.0,7.546392,102.2363,93.097505,5992608.0,4.766297
2026,Advanced Economies,101.8832,1.366126,11140081.0,0.402631,57170146.0,11972561.0,9740000000000.0,7.546392,102.2363,93.097505,5992608.0,4.766297
1996,Australia,101.8832,3.753451,114075.7,0.274096,787164.7,74357.23,97600000000.0,1.347961,91.92693,42.72983,16953.64,8.363718
1997,Australia,101.8832,3.753451,123325.0,0.274096,787164.7,79020.74,97600000000.0,1.347961,91.92693,42.72983,16953.64,8.363718
1998,Australia,101.8832,3.753451,123512.7,0.242538,824062.6,84532.64,97600000000.0,1.591508,91.92693,37.92748,14731.4,7.651377
1999,Australia,101.8832,3.753451,129606.7,0.326749,860490.1,90512.05,97600000000.0,1.549667,91.92693,43.27264,21344.78,6.869885
2000,Australia,101.8832,3.753451,142002.2,0.269049,887237.0,95666.84,97600000000.0,1.725241,91.92693,41.63047,18235.01,6.273074
2001,Australia,101.8832,3.753451,143667.1,0.296851,910158.7,91142.06,97600000000.0,1.933352,91.92693,37.80406,18068.05,6.765134
2002,Australia,101.8832,3.753451,144606.0,0.299674,947906.7,103672.3,97600000000.0,1.839996,91.92693,38.8739,20810.5,6.358194
2003,Australia,101.8832,3.753451,142334.7,0.381252,976513.9,115055.5,97600000000.0,1.540424,91.92693,45.01805,32321.96,5.931701
2004,Australia,101.8832,3.753451,149311.7,0.346414,1016580.0,131717.3,97600000000.0,1.359153,91.92693,58.96969,35941.87,5.395828
2005,Australia,101.8832,3.753451,154339.5,0.355305,1047487.0,143660.3,97600000000.0,1.312006,91.92693,73.40358,42069.53,5.033575
2006,Australia,101.8832,3.753451,157499.8,0.404489,1075101.0,156132.8,97600000000.0,1.327806,91.92693,86.26591,53583.2,4.773106
2007,Australia,101.8832,3.753451,161339.1,0.158318,1121947.0,173487.9,97600000000.0,1.194876,91.92693,117.791,24910.41,4.36939
2008,Australia,101.8832,3.753451,170112.2,0.161306,1151836.0,191649.9,97600000000.0,1.196761,91.92693,98.45246,30829.24,4.245414
2009,Australia,101.8832,3.753451,163064.0,0.246603,1174607.0,170640.7,97600000000.0,1.280824,91.92693,73.60899,39091.03,5.564413
2010,Australia,101.8832,3.753451,182391.3,0.20037,1203131.0,188833.2,97600000000.0,1.089599,91.92693,97.02012,38797.7,5.182596
2011,Australia,101.8832,3.753451,183318.5,0.183337,1236224.0,202122.9,97600000000.0,0.969085,91.92693,106.1803,42921.31,5.084514
2012,Australia,101.8832,3.753451,188996.4,0.179496,1284122.0,212740.3,97600000000.0,0.965681,91.92693,101.5253,45004.15,5.223249
2013,Australia,101.8832,3.753451,200472.7,0.214233,1312931.0,206998.8,97600000000.0,1.036345,91.92693,110.3695,49883.0,5.670033
2014,Australia,101.8832,3.753451,212012.7,0.223112,1346525.0,210584.3,97600000000.0,1.109586,91.92693,109.9799,50944.25,6.086351
2015,Australia,101.8832,3.753451,219076.2,0.215139,1377766.0,219843.9,97600000000.0,1.331668,91.92693,93.21922,43183.37,6.054264
2016,Australia,101.8832,3.753451,233286.4,0.269233,1415012.0,216854.1,97600000000.0,1.34498,91.92693,89.60355,50992.89,5.715828
2017,Australia,101.8832,3.753451,233824.5,0.288473,1448794.0,244336.9,97600000000.0,1.304616,91.92693,101.1005,63704.15,5.594305
2018,Australia,101.8832,3.753451,245857.3,0.225331,1489196.0,242148.4,97600000000.0,1.338981,91.92693,102.7064,51170.82,5.307401
2019,Australia,101.8832,3.753451,247078.9,0.264096,1518593.0,238948.9,97600000000.0,1.438635,91.92693,102.223,56498.71,5.168746
2020,Australia,101.8832,3.753451,236585.0,0.195655,1487571.0,236940.9,97600000000.0,1.45319,91.92693,97.35689,39716.1,6.463407
2021,Australia,101.8832,3.753451,233459.3,0.22071,1567278.0,258779.4,97600000000.0,1.33123,91.92693,125.904,54716.4,5.128427
2022,Australia,101.8832,3.753451,230114.0,0.189084,1633231.0,275354.1,97600000000.0,1.44251,91.92693,114.1886,54701.37,3.7172
2023,Australia,101.8832,3.753451,228828.9,0.215599,1668102.0,274021.2,97600000000.0,1.505256,91.92693,110.9905,59244.36,3.688943
2024,Australia,101.8832,3.753451,228622.9,0.20378,1684848.0,286892.8,97600000000.0,1.516201,91.92693,121.1518,57818.91,4.004142
2025,Australia,101.8832,3.753451,228622.9,0.20378,1718056.0,286892.8,97600000000.0,1.551718,91.92693,127.055,64905.06,4.207079
2026,Australia,101.8832,3.753451,228622.9,0.20378,1718056.0,286892.8,97600000000.0,1.439072,91.92693,141.4508,64905.06,4.207079
1996,Austria,101.8832,3.753451,243224.5,0.316162,313749.9,162382.0,65900000000.0,12.19937,91.92693,39.26318,20542.49,7.103283
1997,Austria,101.8832,3.753451,243224.5,0.316162,313749.9,162382.0,65900000000.0,12.19937,91.92693,39.26318,20542.49,7.103283
1998,Austria,101.8832,3.753451,243224.5,0.342372,324508.1,162382.0,71500000000.0,12.3802,91.92693,39.90513,23348.66,7.184796
1999,Austria,101.8832,3.753451,243224.5,0.226099,336307.0,162382.0,76000000000.0,12.91542,91.92693,33.73018,15737.86,6.645249
2000,Austria,101.8832,3.753451,243224.5,0.215247,347993.3,162382.0,83400000000.0,14.93139,91.92693,28.07375,14872.03,5.803798
2001,Austria,101.8832,3.753451,243224.5,0.184147,352289.8,162382.0,86100000000.0,15.36997,91.92693,27.92258,13000.55,6.094126
2002,Austria,101.8832,3.753451,243224.5,0.139547,357514.4,162382.0,86800000000.0,14.59731,91.92693,30.06042,10168.95,6.871619
2003,Austria,101.8832,3.753451,243224.5,0.098288,361572.0,162382.0,88400000000.0,12.17941,91.92693,39.87157,9000.922,7.014325
2004,Austria,101.8832,3.753451,243224.5,0.074166,370327.7,162382.0,94500000000.0,11.07377,91.92693,66.37044,8395.709,7.067989
2005,Austria,101.8832,3.753451,243224.5,0.061196,379317.2,162382.0,98200000000.0,11.07205,91.92693,99.87017,7325.538,7.272197
2006,Austria,101.8832,3.753451,243224.5,0.057316,392425.7,162382.0,106000000000.0,10.96327,91.92693,133.3015,7498.792,6.779983
2007,Austria,101.8832,3.753451,243224.5,0.071465,406932.5,162382.0,112000000000.0,10.05241,91.92693,170.4043,11186.43,6.212382
2008,Austria,101.8832,3.753451,243224.5,0.053308,412483.6,162382.0,114000000000.0,9.403059,91.92693,135.3062,9397.251,5.900164
2009,Austria,101.8832,3.753451,243224.5,0.063275,397801.6,141917.7,101000000000.0,9.897498,91.92693,80.66908,8608.206,7.277309
2010,Austria,101.8832,3.753451,243224.5,0.066938,404614.8,156072.5,108000000000.0,10.38955,91.92693,91.50184,10074.53,6.924717
2011,Austria,101.8832,3.753451,243224.5,0.062745,416858.9,174356.6,114000000000.0,9.895294,91.92693,92.73847,11470.65,6.724668
2012,Austria,101.8832,3.753451,243224.5,0.0748,419952.2,172767.2,116000000000.0,10.70399,91.92693,72.82167,12716.34,6.980576
2013,Austria,101.8832,3.753451,243224.5,0.074563,418572.5,173791.8,117000000000.0,10.36209,91.92693,87.86638,12959.06,7.614801
2014,Austria,101.8832,3.753451,243224.5,0.084501,422272.4,175672.6,117000000000.0,10.37173,91.92693,86.04282,14601.56,8.365303
2015,Austria,101.8832,3.753451,243224.5,0.088506,427604.6,184480.5,119000000000.0,12.39513,91.92693,72.52466,13134.21,9.102523
2016,Austria,101.8832,3.753451,243224.5,0.088896,436900.6,196838.6,122000000000.0,12.44458,91.92693,68.32895,13363.66,9.063386
2017,Austria,101.8832,3.753451,243224.5,0.061947,447373.6,207652.4,128000000000.0,12.20466,91.92693,94.53688,10344.89,8.515868
2018,Austria,101.8832,3.753451,243224.5,0.066083,458071.8,214589.1,135000000000.0,11.65225,91.92693,105.9474,12184.05,7.711753
2019,Austria,101.8832,3.753451,243224.5,0.058578,465866.8,217740.3,135000000000.0,12.28973,91.92693,91.4797,10357.44,7.352266
2020,Austria,101.8832,3.753451,243224.5,0.084885,436148.9,205039.8,128000000000.0,12.07343,91.92693,74.12048,14027.4,9.99606
2021,Austria,101.8832,3.753451,243224.5,0.087036,457979.2,231043.4,139000000000.0,11.63097,91.92693,109.2057,18372.8,7.983555
2022,Austria,101.8832,3.753451,243224.5,0.077378,482849.0,254580.2,148000000000.0,13.08603,91.92693,91.17821,17526.93,6.287763
2023,Austria,101.8832,3.753451,243224.5,0.060361,479583.1,246506.4,149000000000.0,12.72438,91.92693,93.98065,13223.35,6.405503
2024,Austria,101.8832,3.753451,243224.5,0.060902,475568.1,233708.8,142000000000.0,12.72073,91.92693,103.7709,12461.13,6.996545
2025,Austria,101.8832,3.753451,243224.5,0.060902,479035.3,233708.8,145000000000.0,12.20673,91.92693,135.1424,14757.21,7.427642
2026,Austria,101.8832,3.753451,243224.5,0.060902,479035.3,233708.8,145000000000.0,11.78968,91.92693,173.5025,14757.21,7.450766
1997,Belarus,48.57916,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.012014,91.92693,93.097505,628.328,6.173425
1998,Belarus,48.57916,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.004647,91.92693,93.097505,628.328,6.173425
1999,Belarus,48.57916,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.025011,91.92693,93.097505,628.328,6.173425
2000,Belarus,48.57916,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.071688,91.92693,93.097505,628.328,6.173425
2001,Belarus,48.57916,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.138286,91.92693,93.097505,628.328,6.173425
2002,Belarus,48.57916,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.17834,91.92693,93.097505,628.328,6.173425
2003,Belarus,53.45668,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.204642,91.92693,93.097505,600.0148,6.173425
2004,Belarus,62.68866,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.216497,91.92693,93.097505,760.2457,6.173425
2005,Belarus,69.00003,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.215614,91.92693,93.097505,1156.629,6.173425
2006,Belarus,72.44891,3.753451,243224.5,0.049188,51023.66,220158.0,18400000000.0,0.214584,91.92693,93.097505,1094.887,6.173425
2007,Belarus,77.10697,3.753451,243224.5,0.13902,51023.66,220158.0,18400000000.0,0.214736,91.92693,93.097505,3967.151,6.173425
2008,Belarus,86.57403,3.753451,243224.5,0.068625,51023.66,220158.0,18400000000.0,0.213629,91.92693,93.097505,2710.302,6.173425
2009,Belarus,97.45585,3.753451,243224.5,0.171031,51023.66,220158.0,17900000000.0,0.278986,91.92693,93.097505,4872.192,6.173425
2010,Belarus,103.9927,3.753451,243224.5,0.100938,54984.84,220158.0,23500000000.0,0.298005,91.92693,93.097505,3492.187,6.173425
2011,Belarus,164.6508,3.753451,243224.5,0.13304,58144.42,220158.0,48700000000.0,0.519767,91.92693,93.097505,6076.238,6.173425
2012,Belarus,261.5324,3.753451,243224.5,0.126436,59140.99,220158.0,86700000000.0,0.836037,91.92693,93.097505,5882.889,6.173425
2013,Belarus,297.3249,3.753451,243224.5,0.116285,59706.2,220158.0,85300000000.0,0.890509,91.92693,93.097505,5013.807,6.173425
2014,Belarus,339.6751,3.753451,243224.5,0.086157,60650.88,220158.0,94800000000.0,1.024676,91.92693,93.097505,3491.204,6.173425
2015,Belarus,380.8803,3.753451,243224.5,0.092816,58354.13,220158.0,104000000000.0,1.596631,91.92693,93.097505,2808.993,6.173425
2016,Belarus,422.409,3.753451,243224.5,0.119125,56892.18,220158.0,115000000000.0,1.990281,91.92693,93.097505,3276.697,6.173425
2017,Belarus,445.0496,3.753451,243224.5,0.161604,58278.33,220158.0,132000000000.0,1.932458,91.92693,93.097505,5510.09,5.671596
2018,Belarus,461.0067,3.753451,243224.5,0.140112,60158.68,220158.0,155000000000.0,2.039402,91.92693,93.097505,5391.306,4.82615
2019,Belarus,482.3462,3.753451,243224.5,0.179631,61003.06,220158.0,160000000000.0,2.091206,91.92693,93.097505,7075.449,4.223013
2020,Belarus,504.6156,3.753451,243224.5,0.172514,60582.25,220158.0,164000000000.0,2.442666,91.92693,93.097505,5625.485,4.100735
2021,Belarus,551.7479,3.753451,243224.5,0.152434,62115.46,220158.0,217000000000.0,2.536897,91.92693,93.097505,6345.947,3.92237
2022,Belarus,642.5827,3.753451,243224.5,0.155474,59283.09,220158.0,239000000000.0,2.74761,91.92693,93.097505,5972.723,3.596863
2023,Belarus,668.542,3.753451,243224.5,0.141662,61605.39,220158.0,263000000000.0,3.173277,91.92693,93.097505,6121.787,3.472888
2024,Belarus,700.7148,3.753451,243224.5,0.146836,64300.92,220158.0,285000000000.0,3.425296,91.92693,93.097505,6720.754,3.048274
2025,Belarus,749.4934,3.753451,243224.5,0.146836,65142.05,220158.0,293000000000.0,3.238513,91.92693,93.097505,10863.81,2.574486
2026,Belarus,776.4391,3.753451,243224.5,0.146836,65142.05,220158.0,293000000000.0,3.036473,91.92693,93.097505,10863.81,2.574486
1996,Belgium,82.18008,3.753451,328684.3,0.106448,383089.1,327423.6,67600000000.0,35.77008,65.10897,72.09075,16772.48,9.212289
1997,Belgium,82.18008,3.753451,330064.2,0.106448,383089.1,332229.5,67600000000.0,35.77008,65.10897,72.09075,16772.48,9.212289
1998,Belgium,83.26641,3.753451,338896.6,0.114842,390604.3,343410.3,69600000000.0,36.29887,70.47784,96.45048,18929.38,9.340881
1999,Belgium,84.38859,3.753451,345046.8,0.068839,404442.0,349367.9,70400000000.0,37.86297,69.30172,95.5748,11331.52,8.41108
2000,Belgium,85.34347,3.753451,356172.2,0.058529,419474.7,357349.1,76000000000.0,43.77301,64.20168,76.22327,10372.76,6.875592
2001,Belgium,87.11578,3.753451,366345.8,0.065,424087.2,368973.0,79300000000.0,45.05863,62.26715,69.96057,11631.13,6.589738
2002,Belgium,88.99804,3.753451,385999.3,0.061679,431325.9,388214.7,79700000000.0,42.79358,65.59117,62.99667,12249.81,7.526965
2003,Belgium,90.42617,3.753451,383462.9,0.048582,435802.0,381558.2,81000000000.0,35.70522,78.51859,62.2896,11420.61,8.182808
2004,Belgium,91.71806,3.753451,388159.0,0.037754,451365.7,387978.9,86000000000.0,32.4639,88.47483,88.58039,10811.55,8.39029
2005,Belgium,92.94302,3.753451,389124.4,0.027022,461846.0,388687.4,89400000000.0,32.4599,90.92473,110.4121,8607.401,8.441851
2006,Belgium,94.37832,3.753451,391808.9,0.025996,473632.5,391492.6,95000000000.0,32.13996,87.93154,136.5499,9168.783,8.259
2007,Belgium,95.8411,3.753451,400758.0,0.02614,491048.4,396685.4,102000000000.0,29.46957,98.75021,168.113,10788.68,7.488011
2008,Belgium,97.66958,3.753451,405323.8,0.020805,493241.9,391800.1,107000000000.0,27.56595,108.2043,129.6283,9712.772,6.964915
2009,Belgium,99.75142,3.753451,417747.8,0.045946,483839.8,399166.6,95000000000.0,29.01558,103.5728,83.35619,16307.98,7.986735
2010,Belgium,100.9369,3.753451,410975.6,0.043153,496954.4,396962.6,104000000000.0,30.45801,100.0,94.37587,16893.47,8.371868
2011,Belgium,102.426,3.753451,401730.6,0.039138,506549.7,387519.0,108000000000.0,29.00912,104.8623,93.90413,18311.02,7.208829
2012,Belgium,104.3872,3.753451,406716.1,0.043159,507643.0,391790.6,106000000000.0,31.37989,97.069,81.94432,18993.49,7.632058
2013,Belgium,106.1666,3.753451,406169.1,0.041227,509193.2,390136.2,106000000000.0,30.37758,102.0264,99.49884,18532.99,8.554562
2014,Belgium,107.9593,3.753451,409787.6,0.03745,518183.5,393547.3,108000000000.0,30.40574,99.74768,115.0566,16996.9,8.653689
2015,Belgium,109.881,3.753451,432901.8,0.044439,525823.6,413629.6,108000000000.0,36.33764,84.24119,111.5402,16706.78,8.655897
2016,Belgium,112.1588,3.753451,400715.3,0.040671,532097.5,385645.5,111000000000.0,36.48253,83.67584,106.3788,15447.24,7.850282
2017,Belgium,113.9562,3.753451,400216.6,0.041615,539943.5,380369.6,115000000000.0,35.78372,86.22027,121.9099,17040.43,7.097204
2018,Belgium,115.6712,3.753451,400721.0,0.03927,550084.9,381167.0,116000000000.0,34.15983,90.34546,124.2088,17872.36,5.958496
2019,Belgium,117.5857,3.753451,397206.6,0.042537,563522.3,383710.6,124000000000.0,36.02863,86.57818,113.5945,18228.03,5.366065
2020,Belgium,119.272,3.753451,396968.7,0.050022,536512.2,386574.6,121000000000.0,35.39458,89.98611,108.4123,19899.06,5.531458
2021,Belgium,121.1686,3.753451,394528.4,0.05605,570068.0,382539.1,154000000000.0,34.09752,98.24514,134.2161,29547.1,6.274536
2022,Belgium,126.1712,3.753451,389805.1,0.047397,592621.7,385274.3,153000000000.0,38.36308,85.08645,112.7139,29486.79,5.580468
2023,Belgium,133.9835,3.753451,403413.7,0.048346,602780.4,397585.8,143000000000.0,37.30298,83.90618,110.8712,27183.12,5.528271
2024,Belgium,139.451,3.753451,410142.2,0.045165,609233.6,407770.9,139000000000.0,37.29228,83.04562,120.0087,23768.5,5.700514
2025,Belgium,143.3948,3.753451,410142.2,0.045165,615219.4,407770.9,138000000000.0,35.78523,87.32977,144.9369,24999.03,6.191872
2026,Belgium,145.7837,3.753451,410142.2,0.045165,615219.4,407770.9,138000000000.0,34.56274,87.32977,172.5155,24999.03,6.191872
1997,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.148658,12600.99,220158.0,3400000000.0,1.715731,91.92693,112.0967,81.97256,6.891667
1998,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.148658,12600.99,220158.0,3400000000.0,1.74106,91.92693,112.0967,171.5983,6.891667
1999,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.148658,12600.99,220158.0,3400000000.0,1.816364,91.92693,112.0967,452.9461,6.891667
2000,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.148658,12600.99,220158.0,3400000000.0,2.105333,91.92693,112.0967,475.663,6.891667
2001,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.369082,12905.97,220158.0,3400000000.0,2.172686,91.92693,112.0967,1236.578,6.891667
2002,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.336205,13549.23,220158.0,3400000000.0,2.063106,91.92693,112.0967,1301.476,6.891667
2003,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.369079,14078.13,220158.0,3400000000.0,1.723684,91.92693,112.0967,1770.61,6.891667
2004,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.404588,14968.97,220158.0,3400000000.0,1.574315,91.92693,112.0967,2384.084,6.891667
2005,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.364033,15564.75,220158.0,3400000000.0,1.574221,91.92693,112.0967,2561.467,6.891667
2006,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.506608,16415.2,220158.0,3400000000.0,1.558904,91.92693,112.0967,3680.62,6.891667
2007,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.511966,17398.83,220158.0,3650000000.0,1.428984,91.92693,112.0967,4983.562,6.891667
2008,Bosnia and Herzegovina,96.92983,3.753451,243224.5,0.350667,18340.21,220158.0,4050000000.0,1.334793,91.92693,112.0967,4323.582,6.891667
2009,Bosnia and Herzegovina,97.5214,3.753451,243224.5,0.524173,17778.52,220158.0,3820000000.0,1.407282,91.92693,112.0967,4624.941,6.891667
2010,Bosnia and Herzegovina,100.0345,3.753451,243224.5,0.474778,17927.14,220158.0,3980000000.0,1.476596,91.92693,81.61775,4366.646,6.891667
2011,Bosnia and Herzegovina,101.7833,3.753451,243224.5,0.390547,18100.26,220158.0,4070000000.0,1.406202,91.92693,90.09414,4316.408,6.891667
2012,Bosnia and Herzegovina,103.4809,3.753451,243224.5,0.436121,17943.38,220158.0,3920000000.0,1.521555,91.92693,74.85001,4368.048,6.891667
2013,Bosnia and Herzegovina,103.8462,3.753451,243224.5,0.479566,18364.1,220158.0,4120000000.0,1.472924,91.92693,80.16827,4951.997,6.891667
2014,Bosnia and Herzegovina,103.6559,3.753451,243224.5,0.446967,18578.8,220158.0,4130000000.0,1.474321,91.92693,75.66692,4921.761,6.891667
2015,Bosnia and Herzegovina,103.6183,3.753451,243224.5,0.532805,19147.2,220158.0,4250000000.0,1.761927,91.92693,62.52533,4794.132,6.891667
2016,Bosnia and Herzegovina,103.4222,3.753451,243224.5,0.561671,19744.23,220158.0,4430000000.0,1.768919,91.92693,50.62071,5133.279,6.891667
2017,Bosnia and Herzegovina,103.686,3.753451,243224.5,0.60973,20372.0,220158.0,4570000000.0,1.734759,91.92693,41.3789,6397.029,6.891667
2018,Bosnia and Herzegovina,102.6656,3.753451,243224.5,0.578698,21438.97,220158.0,4650000000.0,1.662303,91.92693,33.95961,6736.599,6.891667
2019,Bosnia and Herzegovina,103.0057,3.753451,243224.5,0.639841,22062.48,220158.0,4390000000.0,1.751059,91.92693,34.99636,7147.936,6.891667
2020,Bosnia and Herzegovina,103.7083,3.753451,243224.5,0.869312,21414.0,220158.0,4110000000.0,1.717059,91.92693,41.65185,8602.282,6.891667
2021,Bosnia and Herzegovina,104.5487,3.753451,243224.5,0.725892,22890.67,220158.0,4500000000.0,1.653865,91.92693,42.76868,9435.896,6.891667
2022,Bosnia and Herzegovina,109.3138,3.753451,243224.5,0.565136,23860.0,220158.0,4550000000.0,1.859931,91.92693,34.56125,8693.241,6.891667
2023,Bosnia and Herzegovina,116.4553,3.753451,243224.5,0.590864,24330.78,220158.0,4380000000.0,1.808661,91.92693,33.28756,9075.876,6.891667
2024,Bosnia and Herzegovina,121.1662,3.753451,243224.5,0.595189,25113.74,220158.0,4200000000.0,1.808096,91.92693,25.49963,9443.852,6.891667
2025,Bosnia and Herzegovina,126.4199,3.753451,243224.5,0.595189,25646.67,220158.0,4120000000.0,1.735061,91.92693,21.78186,10904.58,6.891667
2026,Bosnia and Herzegovina,129.4063,3.753451,243224.5,0.595189,25646.67,220158.0,4120000000.0,1.67576,91.92693,21.37295,10904.58,6.891667
1996,Brazil,48.03181,3.753451,73532.42,0.865889,1375903.0,73386.48,374000000000.0,1.077677,34.6809,24.86574,52173.0,7.248003
1997,Brazil,48.03181,3.753451,81673.0,0.865889,1375903.0,87283.54,374000000000.0,1.077677,34.6809,24.86574,52173.0,7.248003
1998,Brazil,49.32835,3.753451,84926.17,0.75723,1380748.0,90161.52,367000000000.0,1.160159,34.6809,20.79932,44556.0,7.248003
1999,Brazil,51.36391,3.753451,91263.99,0.722282,1387312.0,77244.66,365000000000.0,1.814313,34.6809,15.82107,36342.0,7.248003
2000,Brazil,54.2475,3.753451,101021.1,0.578812,1446789.0,87409.49,389000000000.0,1.829969,34.6809,23.09659,33011.0,7.248003
2001,Brazil,57.42083,3.753451,110736.4,0.631753,1468655.0,89747.97,395000000000.0,2.350971,28.61891,15.86677,35866.0,7.248003
2002,Brazil,62.25351,3.753451,119575.3,0.782495,1513017.0,79164.05,406000000000.0,2.921882,25.08682,10.78907,37823.0,7.248003
2003,Brazil,70.38023,3.753451,138739.3,0.997604,1530604.0,76349.49,407000000000.0,3.077289,26.56756,12.37518,49296.0,7.248003
