Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment,Trade_Balance,Trade_Openness,Reserve_Adequacy,Stock_to_GDP,GDP_Growth,Export_Growth,Import_Growth,Stock_Growth,Exchange_Rate_Change,Inflation_Lag,GDP_Growth_Lag,Unemployment_Lag,GDP_Growth_Rolling_3Y,Inflation_Rolling_3Y,Recession,Anomaly,Anomaly_Label
2002,Luxembourg,83.10569,3.753451,243224.5,0.013337,45697.58,220158.0,6350000000.0,42.79358,91.92693,37.28372,155.3369,2.499262,23066.5,0.50476414724806,0.0033992368961332,0.000815879527975,3.2278598963374705,0.0,0.0,-27.543268075013994,-5.026894958856943,3.753451,3.072789723234015,2.198996,4.408977786175128,3.753451,0,1,Normal
2003,Luxembourg,85.40418,3.753451,243224.5,0.02072,46906.57,220158.0,6690000000.0,35.70522,91.92693,39.62838,283.8074,3.285751,23066.5,0.4917541401982707,0.0060504829067655,0.0008448364482843,2.6456324383041574,0.0,0.0,6.288696514189018,-16.564073396056145,3.753451,3.2278598963374705,2.499262,2.982094019291881,3.753451,0,1,Normal
2004,Luxembourg,87.59466,3.753451,243224.5,0.017801,48908.11,220158.0,7060000000.0,32.4639,91.92693,55.00121,302.3941,3.691951,23066.5,0.4716293473618179,0.006182902999114,0.0011245826101233,4.267078151312287,0.0,0.0,38.792476502950656,-9.078000359611272,3.753451,2.6456324383041574,3.285751,3.3801901619846384,3.753451,0,1,Normal
2005,Luxembourg,89.80023,3.753451,243224.5,0.013791,50116.39,220158.0,7220000000.0,32.4599,91.92693,68.19248,244.8023,4.103193,23066.5,0.4602586100076242,0.0048846754524817,0.0013606822039656,2.4705105145138573,0.0,0.0,23.98359963353533,-0.0123213785158449,3.753451,4.267078151312287,3.691951,3.1277403680434337,3.753451,0,1,Normal
2006,Luxembourg,91.86411,3.753451,243224.5,0.011367,53133.53,220158.0,7380000000.0,32.13996,91.92693,102.0029,221.9724,4.222977,23066.5,0.4341232363067163,0.0041776332195508,0.001919746344728,6.020266024747589,0.0,0.0,49.58086287520265,-0.9856469058746152,3.753451,2.4705105145138573,4.103193,4.252618230191245,3.753451,0,1,Normal
2007,Luxembourg,94.2079,3.753451,243224.5,0.006601,57427.18,220158.0,7360000000.0,29.46957,91.92693,146.0249,147.6448,4.183068,23066.5,0.4016652045251047,0.0025709916454194,0.002542783748044,8.08086720381651,0.0,0.0,43.15759649970736,-8.30862888441678,3.753451,6.020266024747589,4.222977,5.523881247692652,3.753451,0,1,Normal
2008,Luxembourg,96.6957,3.753451,243224.5,0.013104,57253.74,220158.0,6990000000.0,27.56595,91.92693,137.0443,338.5617,4.157453,23066.5,0.4028819776664372,0.005913355179941,0.0023936305296387,-0.3020172677815624,0.0,0.0,-6.150047012530058,-6.459612406967596,3.753451,8.08086720381651,4.183068,4.5997053202608456,3.753451,1,1,Normal
2009,Luxembourg,99.04297,3.753451,243224.5,0.038015,55388.56,220158.0,5870000000.0,29.01558,91.92693,74.18258,734.4658,5.478711,23066.5,0.4164488118124032,0.0132602436315369,0.0013393123056457,-3.2577435116029063,0.0,0.0,-45.86963485529861,5.25877033078852,3.753451,-0.3020172677815624,4.157453,1.5070354748106805,3.753451,1,1,Normal
2010,Luxembourg,100.8304,3.753451,243224.5,0.034825,57464.13,220158.0,6400000000.0,30.45801,91.92693,87.66796,751.0054,5.803437,23066.5,0.4014069298534581,0.0130691163339634,0.0015256118904088,3.747290054119468,0.0,0.0,18.17863439098504,4.97122580351661,3.753451,-3.2577435116029063,5.478711,0.0625097582449996,3.753451,0,1,Normal
2011,Luxembourg,103.2671,3.753451,243224.5,0.034413,58057.29,220158.0,6500000000.0,29.00912,91.92693,80.40608,904.3707,5.681357,23066.5,0.3973058335998803,0.015577211750669,0.0013849437340254,1.0322265385380502,0.0,0.0,-8.283391104344151,-4.757008090810933,3.753451,3.747290054119468,5.803437,0.5072576936848705,3.753451,0,1,Normal
2012,Luxembourg,105.6283,3.753451,243224.5,0.036132,59003.58,220158.0,6170000000.0,31.37989,91.92693,61.54265,874.8725,6.090475,23066.5,0.3909339060443451,0.0148274477582546,0.0010430324736227,1.6299245107720406,0.0,0.0,-23.46020350699848,8.172498855532329,3.753451,1.0322265385380502,5.681357,2.136480367809853,3.753451,0,1,Normal
2013,Luxembourg,107.9744,3.753451,243224.5,0.03678,60863.45,220158.0,5980000000.0,30.37758,91.92693,61.6583,880.2978,6.835009,23066.5,0.3789877175874848,0.0144634883497402,0.0010130595620195,3.1521307690143496,0.0,0.0,0.1879184597998184,-3.1941157218843053,3.753451,1.6299245107720406,6.090475,1.93809393944148,3.753451,0,1,Normal
2014,Luxembourg,109.7178,3.753451,243224.5,0.032312,62456.37,220158.0,6230000000.0,30.40574,91.92693,68.24495,780.4749,7.089921,23066.5,0.3693218161734343,0.0124963218323447,0.0010926819794362,2.6172029354234905,0.0,0.0,10.682503409922116,0.0926999451569265,3.753451,3.1521307690143496,6.835009,2.4664194050699604,3.753451,0,1,Normal
2015,Luxembourg,111.8153,3.753451,243224.5,0.035695,63882.36,220158.0,6320000000.0,36.33764,91.92693,54.22413,697.9194,6.780335,23066.5,0.3610777685733589,0.0109250722734726,0.0008488122542748,2.2831778407870877,0.0,0.0,-20.544846175431296,19.50914531269425,3.753451,2.6172029354234905,7.089921,2.684170515074976,3.753451,0,1,Normal
2016,Luxembourg,113.1672,3.753451,243224.5,0.045825,67070.45,220158.0,6300000000.0,36.48238,91.92693,47.28438,894.0595,6.349973,23066.5,0.3439144958770964,0.0133301550831998,0.0007049957171899,4.990563905278389,0.0,0.0,-12.798268962544912,0.3983197587955622,3.753451,2.2831778407870877,6.780335,3.2969815604963224,3.753451,0,1,Normal
2017,Luxembourg,114.8084,3.753451,243224.5,0.036741,67962.78,220158.0,6520000000.0,35.78368,91.92693,55.41605,788.0881,5.910069,23066.5,0.3393990063384693,0.0115958779202381,0.0008153882169034,1.330436876448582,0.0,0.0,17.197370463565353,-1.9151711045167663,3.753451,4.990563905278389,6.349973,2.86805954083802,3.753451,0,1,Normal
2018,Luxembourg,116.0256,3.753451,243224.5,0.036084,69081.92,220158.0,6450000000.0,34.15985,91.92693,57.57428,850.2329,5.462528,23066.5,0.3339006790778253,0.0123076037840291,0.0008334203797462,1.6466954412400536,0.0,0.0,3.894593714275918,-4.537906665832015,3.753451,1.330436876448582,5.910069,2.655898740989008,3.753451,0,1,Normal
2019,Luxembourg,118.1463,3.753451,243224.5,0.041314,70987.72,220158.0,6260000000.0,36.02864,91.92693,42.44818,949.2649,5.379349,23066.5,0.3249364819718114,0.0133722410016831,0.0005979651128392,2.75875366521372,0.0,0.0,-26.27232159915851,5.470720743797197,3.753451,1.6466954412400536,5.462528,1.9119619943007853,3.753451,0,1,Normal
2020,Luxembourg,119.6458,3.753451,243224.5,0.046443,70645.33,220158.0,5610000000.0,35.39639,91.92693,33.43851,985.2281,6.347765,23066.5,0.3265113207058414,0.013946117882102,0.0004733293764782,-0.4823228580943306,0.0,0.0,-21.225103172856883,-1.75485391621778,3.753451,2.75875366521372,5.379349,1.3077087494531476,3.753451,1,1,Normal
2021,Luxembourg,121.475,3.753451,243224.5,0.105492,75540.76,220158.0,6080000000.0,34.09749,91.92693,56.27512,2801.648,5.739725,23066.5,0.305351706813646,0.037087897977198,0.0007449636461163,6.929587560847961,0.0,0.0,68.29434086626466,-3.669583254111497,3.753451,-0.4823228580943306,6.347765,3.06867278932245,3.753451,0,1,Normal
2022,Luxembourg,126.4181,3.753451,243224.5,0.101307,74719.26,220158.0,5830000000.0,38.3632,91.92693,50.3401,2754.748,4.802627,23066.5,0.3087088924595881,0.0368679775468868,0.0006737232140682,-1.0874923683584892,0.0,0.0,-10.546436862329212,12.510334338392637,3.753451,6.929587560847961,5.739725,1.7865907781317134,3.753451,1,1,Normal
2023,Luxembourg,131.3589,3.753451,243224.5,0.107021,74788.8,220158.0,5560000000.0,37.30291,91.92693,49.23966,2840.996,5.230968,23066.5,0.3084218492608518,0.0379869178272682,0.0006583828059816,0.0930683735358206,0.0,0.0,-2.1860107548455354,-2.763820536347339,3.753451,-1.0874923683584892,4.802627,1.978387855341764,3.753451,0,1,Normal
2024,Luxembourg,135.5134,3.753451,243224.5,0.099479,75048.9,220158.0,5510000000.0,37.29229,91.92693,46.31291,2612.462,5.756714,23066.5,0.3073529392169639,0.0348101304616057,0.0006171031154354,0.3477793466401202,0.0,0.0,-5.943887508565249,-0.0284696287769392,3.753451,0.0930683735358206,5.230968,-0.2155482160608494,3.753451,0,1,Normal
2025,Luxembourg,139.36,3.753451,243224.5,0.099479,75515.96,220158.0,5400000000.0,35.78525,91.92693,56.64104,2752.458,5.981339,23066.5,0.3054519865734342,0.0364486924353474,0.0007500538958916,0.6223409003996316,0.0,0.0,22.30075803917309,-4.041157032727149,3.753451,0.3477793466401202,5.756714,0.3543962068585242,3.753451,0,1,Normal
2026,Luxembourg,141.4774,3.753451,243224.5,0.099479,75515.96,220158.0,5400000000.0,34.56261,91.92693,80.57093,2752.458,5.981339,23066.5,0.3054519865734342,0.0364486924353474,0.0010669390947291,0.0,0.0,0.0,42.24832383021217,-3.416603209422875,3.753451,0.6223409003996316,5.981339,0.3233734156799173,3.753451,0,1,Normal
1999,Malaysia,92.21051,3.753451,195328.9,0.472469,197761.3,103567.6,62800000000.0,3.800031,91.92693,47.65315,30859.1,6.891667,91761.3,0.4640002872149404,0.1560421578943908,0.0002409629689934,0.0,0.0,0.0,36.77445445955705,-3.073983534954805,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2000,Malaysia,92.21051,3.753451,195328.9,0.350711,197761.3,103567.6,74900000000.0,3.800035,91.92693,58.00769,28708.0,6.891667,91761.3,0.4640002872149404,0.1451649033455989,0.0002933217469747,0.0,0.0,0.0,21.728972796132062,0.0001052622991659,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2001,Malaysia,92.21051,3.753451,195328.9,0.404904,197761.3,103567.6,71900000000.0,3.800308,91.92693,43.95293,29896.3,6.891667,91761.3,0.4640002872149404,0.151173662389962,0.0002222524326043,0.0,0.0,0.0,-24.2291323788277,0.0071841443565645,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2002,Malaysia,92.21051,3.753451,195328.9,0.423836,197761.3,113005.5,75200000000.0,3.800449,91.92693,48.92614,33740.7,6.891667,82323.4,0.4162765920329205,0.170613259520442,0.0002473999715819,0.0,0.0,9.11279203148474,11.314854322567337,0.003710225592246,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2003,Malaysia,92.21051,3.753451,195328.9,0.531821,197761.3,112782.9,82100000000.0,3.8,91.92693,48.50539,44208.2,6.891667,82546.0,0.4174021914297691,0.2235432311579667,0.0002452724066842,0.0,0.0,-0.1969815628442894,-0.8599697421460162,-0.0118143935098236,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2004,Malaysia,92.21051,3.753451,195328.9,0.63133,197761.3,134085.7,91800000000.0,3.8,91.92693,58.55753,66209.3,6.891667,61243.19999999998,0.3096824302833769,0.334794016827357,0.0002961020685037,0.0,0.0,18.88832438250836,20.72375874103889,0.0,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2005,Malaysia,92.21051,3.753451,195328.9,0.615295,197761.3,140591.9,95100000000.0,3.787068,91.92693,62.49954,70183.3,6.891667,54737.0,0.2767831724407151,0.3548889494557328,0.0003160352404641,0.0,0.0,4.852269854279756,6.73185839634971,-0.3403157894736774,3.753451,0.0,6.891667,0.0,3.753451,0,1,Normal
2006,Malaysia,93.63286,3.753451,212947.8,0.632445,208805.5,152352.3,99900000000.0,3.667415,91.92693,68.27901,82457.3,6.891667,60595.5,0.2902006891580921,0.3949000385526243,0.0003269981394168,5.584611347113921,9.020119398614334,8.364920027398437,9.24722005953964,-3.159515487971165,3.753451,0.0,6.891667,1.8615371157046403,3.753451,0,1,Normal
2007,Malaysia,95.03849,3.753451,205954.5,0.693497,221957.5,152748.1,102000000000.0,3.437272,91.92693,99.95147,101344.8,6.891667,53206.4,0.2397143597310295,0.4565955194125001,0.0004503180563846,6.29868466108412,-3.2840442587338203,0.2597925991271621,46.38681785222134,-6.275346531548786,3.753451,5.584611347113921,6.891667,3.961098669399347,3.753451,0,1,Normal
2008,Malaysia,97.54853,3.753451,195668.7,0.583941,232683.0,151789.8,103000000000.0,3.333167,91.92693,90.90172,91536.0,6.891667,43878.90000000002,0.1885780224597414,0.3933935869831487,0.0003906676465405,4.832231395650077,-4.994209886164169,-0.627372779104951,-9.054143976071591,-3.028709976981747,3.753451,6.29868466108412,6.891667,5.571842467949373,3.753451,0,1,Normal
2009,Malaysia,99.10475,3.753451,169730.2,0.782796,229160.7,129729.0,95000000000.0,3.524723,91.92693,80.52694,96677.7,6.891667,40001.20000000001,0.174555235692682,0.4218773114238174,0.0003513994327997,-1.5137762535294752,-13.25633583705519,-14.533782902408454,-11.41318338090852,5.746966773641993,3.753451,4.832231395650077,6.891667,3.2057132677349074,3.753451,1,1,Normal
2010,Malaysia,100.4267,3.753451,186851.1,0.64753,246666.3,156151.6,102000000000.0,3.22098,91.92693,111.8819,106498.3,6.891667,30699.5,0.1244576174369989,0.4317505066561585,0.0004535759445047,7.639006164669593,10.08712651019088,20.36753540071996,38.937230198986825,-8.617499871621115,3.753451,-1.5137762535294752,6.891667,3.6524871022633993,3.753451,0,1,Normal
2011,Malaysia,102.3176,3.753451,183259.3,0.711563,259724.2,160786.1,104000000000.0,3.058833,91.92693,128.9197,133641.5,6.891667,22473.199999999983,0.0865271699749194,0.5145515897247926,0.000496371535652,5.293751112332745,-1.922279290836404,2.967949095622457,15.228379210578291,-5.034089003967734,3.753451,7.639006164669593,6.891667,3.806327007824288,3.753451,0,1,Normal
2012,Malaysia,103.6981,3.753451,182629.3,0.709444,273940.1,167981.5,109000000000.0,3.088476,91.92693,135.8791,139724.0,6.891667,14647.799999999988,0.0534708135099607,0.5100531101507227,0.0004960175600432,5.47345992402708,-0.3437751863070493,4.475138087185404,5.398244023217536,0.9690950764556394,3.753451,5.293751112332745,6.891667,6.135405733676472,3.753451,0,1,Normal
2013,Malaysia,105.1121,3.753451,189901.5,0.65492,286797.7,178610.8,112000000000.0,3.150884,91.92693,144.7337,134910.8,6.891667,11290.700000000012,0.0393681678758233,0.470404051357455,0.0005046543260284,4.693580822960941,3.981945941861476,6.327661081726244,6.516528296110291,2.020672979165128,3.753451,5.47345992402708,6.891667,5.153597286440256,3.753451,0,1,Normal
2014,Malaysia,107.4465,3.753451,199738.1,0.555301,304024.7,186147.3,118000000000.0,3.272792,91.92693,147.1386,115937.4,6.891667,13590.800000000016,0.0447029468329383,0.3813420422748546,0.0004839692301316,6.006672996331552,5.179843234518944,4.219509682505196,1.6616033446253289,3.8690094589327817,3.753451,4.693580822960941,6.891667,5.391237914439858,3.753451,0,1,Normal
2015,Malaysia,111.0693,3.753451,211267.3,0.541036,319902.7,188429.0,121000000000.0,3.906425,91.92693,116.7224,95289.6,6.891667,22838.29999999999,0.0713913949460257,0.297870571270577,0.0003648684428108,5.222601979378649,5.772158641741343,1.22574971541356,-20.671801960872276,19.36062542318609,3.753451,6.006672996331552,6.891667,5.307618599557048,3.753451,0,1,Normal
2016,Malaysia,114.0981,3.753451,218258.5,0.560729,334137.9,189305.2,126000000000.0,4.144227,91.92693,105.0497,94524.6,6.891667,28953.29999999999,0.086650751082113,0.2828909860270265,0.0003143902562385,4.449853033437989,3.309172787269965,0.4650027331249529,-10.000394097448297,6.087458481860009,3.753451,5.222601979378649,6.891667,5.226376003049397,3.753451,0,1,Normal
2017,Malaysia,116.1228,3.753451,242344.9,0.525689,353560.5,213879.7,132000000000.0,4.298308,91.92693,106.3284,102446.2,6.891667,28465.199999999983,0.0805101248584046,0.2897557843707088,0.0003007360833577,5.812749765890057,11.035721403748312,12.981418365686736,1.217233366682624,3.717967186643012,3.753451,4.449853033437989,6.891667,5.161734926235566,3.753451,0,1,Normal
2018,Malaysia,116.7754,3.753451,255767.4,0.465112,370683.9,220363.3,136000000000.0,4.03271,91.92693,115.7705,101443.9,6.891667,35404.100000000006,0.0955102177353804,0.2736668627906418,0.000312315965166,4.843131514974108,5.538593962571525,3.0314237396068755,8.880129861824315,-6.179129089865121,3.753451,5.812749765890057,6.891667,5.035244771434051,3.753451,0,1,Normal
2019,Malaysia,118.0472,3.753451,251488.6,0.505971,387043.0,213289.7,139000000000.0,4.142924,91.92693,103.135,103613.4,6.891667,38198.9,0.0986942019362189,0.2677051387055185,0.0002664691003325,4.413221075962559,-1.672926260344354,-3.209971896409236,-10.91426572399704,2.7330008852607834,3.753451,4.843131514974108,6.891667,5.023034118942242,3.753451,0,1,Normal
2020,Malaysia,119.1767,3.753451,255156.2,0.56411,365922.4,207528.0,133000000000.0,4.202417,91.92693,94.34815,107636.0,6.891667,47628.20000000001,0.1301592906036908,0.2941497978806435,0.0002578364975743,-5.456913056172052,1.4583563628729037,-2.7013493853664805,-8.519755660057204,1.4360147567273662,3.753451,4.413221075962559,6.891667,1.2664798449215384,3.753451,1,1,Normal
2021,Malaysia,119.7122,3.753451,291358.2,0.49087,378054.0,245925.1,143000000000.0,4.142731,91.92693,98.78784,116890.4,6.891667,45433.100000000006,0.120176218212213,0.3091896924777941,0.0002613061626116,3.3153477349295857,14.188171794375371,18.50212983308277,4.705646056652935,-1.4202779019787726,3.753451,-5.456913056172052,6.891667,0.7572185849066978,3.753451,0,1,Normal
2022,Malaysia,121.7453,3.753451,311113.5,0.390583,412198.9,292630.0,153000000000.0,4.400384,91.92693,89.75559,114653.9,6.891667,18483.5,0.044841216218675,0.2781518825013846,0.000217748252118,9.031752077745514,6.7804166829696255,18.99151408294639,-9.14307874329473,6.219399714825791,3.753451,3.3153477349295857,6.891667,2.2967289188343494,3.753451,0,1,Normal
2023,Malaysia,123.9039,3.753451,290076.4,0.427255,426774.7,277125.7,154000000000.0,4.559472,91.92693,82.68233,113478.1,6.891667,12950.700000000012,0.0303455195446215,0.2658969709310322,0.0001937376559575,3.536108417562489,-6.761873078474567,-5.2982606021255485,-7.880578802946991,3.615320844726289,3.753451,9.031752077745514,6.891667,5.29440274341253,3.753451,0,1,Normal
2024,Malaysia,125.7363,3.753451,295233.6,0.387558,448623.8,313498.1,160000000000.0,4.576582,91.92693,91.1793,116223.0,6.891667,-18264.5,-0.0407122849924591,0.2590656135497047,0.0002032422265604,5.119586517195129,1.7778764491009902,13.124874380109809,10.276645566229202,0.375262749721883,3.753451,3.536108417562489,6.891667,5.895815670834378,3.753451,0,1,Normal
2025,Malaysia,127.418,3.753451,295233.6,0.387558,471663.1,313498.1,166000000000.0,4.284915,91.92693,95.9536,125531.6,6.891667,-18264.5,-0.0387236143764479,0.2661467475407765,0.0002034367327017,5.135550097877095,0.0,0.0,5.23616654218666,-6.3730312272346605,3.753451,5.119586517195129,6.891667,4.597081677544904,3.753451,0,1,Normal
2026,Malaysia,129.0161,3.753451,295233.6,0.387558,471663.1,313498.1,166000000000.0,3.978591,91.92693,112.6946,125531.6,6.891667,-18264.5,-0.0387236143764479,0.2661467475407765,0.0002389302873173,0.0,0.0,0.0,17.446974370945956,-7.1488932685945805,3.753451,5.135550097877095,6.891667,3.418378871690741,3.753451,0,1,Normal
2000,Malta,83.03246,3.753451,243224.5,0.432026,7319.107,220158.0,1780000000.0,0.438313,91.92693,65.84873,1470.366,6.422907,23066.5,3.1515456735364027,0.2008941801233401,0.0089968257056496,0.0,0.0,0.0,73.95457492184443,9.99016316103809,3.753451,0.0,6.422907,0.0,3.753451,0,1,Normal
2001,Malta,84.97979,3.753451,243224.5,0.432026,7263.906,220158.0,1680000000.0,0.450163,91.92693,44.60421,1666.386,6.422907,23066.5,3.175495387743178,0.2294063276699891,0.0061405268735581,-0.7542040306283249,0.0,0.0,-32.262611594787025,2.703547464939437,3.753451,0.0,6.422907,-0.2514013435427749,3.753451,1,1,Normal
2002,Malta,87.24243,3.753451,243224.5,0.432026,7463.328,220158.0,1680000000.0,0.433552,91.92693,35.61104,2209.495,6.956842,23066.5,3.090645352850632,0.296046884178211,0.0047714692426756,2.7453824429996887,0.0,0.0,-20.162155097018864,-3.6899967345161655,3.753451,-0.7542040306283249,6.422907,0.6637261374571213,3.753451,0,1,Normal
2003,Malta,88.87779,3.753451,243224.5,0.432026,7738.023,220158.0,1760000000.0,0.376835,91.92693,41.83714,2728.877,7.556806,23066.5,2.9809293665836867,0.3526581660457716,0.0054066962582044,3.680596645357137,0.0,0.0,17.483623056220754,-13.081937114809762,3.753451,2.7453824429996887,6.956842,1.8905916859095004,3.753451,0,1,Normal
2004,Malta,91.71774,3.753451,243224.5,0.432026,7774.446,220158.0,1750000000.0,0.344538,91.92693,62.22942,2732.201,7.184147,23066.5,2.9669638196728103,0.351433529797493,0.0080043542652428,0.4707016249499318,0.0,0.0,48.74205072335251,-8.570594557299604,3.753451,3.680596645357137,7.556806,2.2988935711022527,3.753451,1,1,Normal
2005,Malta,93.48077,3.753451,243224.5,0.432026,7992.616,220158.0,1650000000.0,0.345891,91.92693,85.57698,2576.629,7.177865,23066.5,2.885976256084366,0.3223761782124901,0.0107070050656756,2.806244972310568,0.0,0.0,37.51852419643316,0.3926997892830464,3.753451,0.4707016249499318,7.184147,2.319181080872546,3.753451,0,1,Normal
2006,Malta,95.06173,3.753451,243224.5,0.432026,8181.363,220158.0,1770000000.0,0.342101,91.92693,127.7895,2977.068,7.271743,23066.5,2.8193957412719617,0.3638841107526949,0.0156195856362808,2.361517180357464,0.0,0.0,49.32695685218151,-1.0957209062970708,3.753451,2.806244972310568,7.177865,1.8794879258726545,3.753451,0,1,Normal
2007,Malta,95.50693,3.753451,243224.5,0.432026,8594.459,220158.0,1900000000.0,0.313529,91.92693,124.9263,3786.312,6.466164,23066.5,2.683880393169599,0.4405526863296456,0.0145356793254816,5.049232016718985,0.0,0.0,-2.240559670395459,-8.351919462380986,3.753451,2.361517180357464,7.271743,3.405664723129006,3.753451,0,1,Normal
2008,Malta,98.59446,3.753451,243224.5,0.432026,8974.636,220158.0,1830000000.0,0.293431,91.92693,113.618,368.6093,6.06385,23066.5,2.5701878048313045,0.0410723398698287,0.0126599006355243,4.423512870327251,0.0,0.0,-9.051977045666126,-6.410252321156895,3.753451,5.049232016718985,6.466164,3.9447540224679,3.753451,0,1,Normal
2009,Malta,99.68914,3.753451,243224.5,0.432026,8846.612,220158.0,1560000000.0,0.308788,91.92693,79.48873,532.4164,6.908511,23066.5,2.6073823515714265,0.06018308477867,0.0089852171656222,-1.4265091085588488,0.0,0.0,-30.03861183967328,5.2335983587282975,3.753451,4.423512870327251,6.06385,2.682078592829129,3.753451,1,1,Normal
2010,Malta,100.6573,3.753451,243224.5,0.432026,9395.373,220158.0,1690000000.0,0.32414,91.92693,87.39367,535.9641,6.890531,23066.5,2.4550914583167693,0.0570455372021951,0.0093017775877551,6.2030639526182485,0.0,0.0,9.944730529724154,4.971695791287223,3.753451,-1.4265091085588488,6.908511,3.066689238128884,3.753451,0,1,Normal
2011,Malta,101.8274,3.753451,243224.5,0.432026,9490.621,220158.0,1690000000.0,0.308699,91.92693,86.62977,500.3253,6.469966,23066.5,2.4304521274213777,0.0527178674609385,0.0091279348316617,1.0137756106117335,0.0,0.0,-0.8740907665280684,-4.763682359474297,3.753451,6.2030639526182485,6.890531,1.9301101515570445,3.753451,0,1,Normal
2012,Malta,104.3832,3.753451,243224.5,0.432026,9879.403,220158.0,1780000000.0,0.333932,91.92693,73.39372,688.798,6.424627,23066.5,2.334807072856528,0.0697206096360276,0.0074289630658856,4.096486415377898,0.0,0.0,-15.27887006972314,8.173981775127226,3.753451,1.0137756106117335,6.469966,3.77110865953596,3.753451,0,1,Normal
2013,Malta,104.8206,3.753451,243224.5,0.432026,10498.6,220158.0,1700000000.0,0.323279,91.92693,84.03012,585.4273,6.379201,23066.5,2.197102470805631,0.0557624159411731,0.0080039357628636,6.267554830995348,0.0,0.0,14.49224811060128,-3.190170453864871,3.753451,4.096486415377898,6.424627,3.7926056189949935,3.753451,0,1,Normal
2014,Malta,106.6924,3.753451,243224.5,0.432026,11301.52,220158.0,1590000000.0,0.323571,91.92693,84.84047,615.7917,5.858976,23066.5,2.0410086430851777,0.0544875114143938,0.0075069964040235,7.647876859771774,0.0,0.0,0.9643565902321738,0.0903244565839456,3.753451,6.267554830995348,6.379201,6.00397270204834,3.753451,0,1,Normal
2015,Malta,108.4577,3.753451,243224.5,0.432026,12386.52,220158.0,1590000000.0,0.386694,91.92693,82.56722,568.6629,5.409061,23066.5,1.86222603281632,0.0459098197072301,0.0066658932452375,9.600478519703536,0.0,0.0,-2.6794406018731287,19.508237759255294,3.753451,7.647876859771774,5.858976,7.838636736823552,3.753451,0,1,Normal
2016,Malta,109.71,3.753451,243224.5,0.432026,12890.32,220158.0,1470000000.0,0.388242,91.92693,92.68,673.7426,4.678262,23066.5,1.7894435514401503,0.0522673292827486,0.0071898913293075,4.067324801477734,0.0,0.0,12.247935681981303,0.4003165293487765,3.753451,9.600478519703536,5.409061,7.105226726984348,3.753451,0,1,Normal
2017,Malta,110.7558,3.753451,243224.5,0.432026,14562.87,220158.0,1570000000.0,0.380755,91.92693,97.8105,829.2862,4.123898,23066.5,1.5839254212940168,0.0569452449963503,0.0067164302091552,12.975240335383464,0.0,0.0,5.535714285714288,-1.928436387613908,3.753451,4.067324801477734,4.678262,8.881014552188246,3.753451,0,1,Normal
2018,Malta,112.5999,3.753451,243224.5,0.432026,15604.4,220158.0,1630000000.0,0.363523,91.92693,97.11786,1021.029,3.948975,23066.5,1.4782048652944042,0.0654321217092614,0.00622374842993,7.151955624131778,0.0,0.0,-0.7081448310764293,-4.525744901577133,3.753451,12.975240335383464,4.123898,8.064840253664327,3.753451,0,1,Normal
2019,Malta,113.8289,3.753451,243224.5,0.432026,16247.0,220158.0,1680000000.0,0.38341,91.92693,98.4582,910.4045,4.072379,23066.5,1.419739028743768,0.0560352372745737,0.0060600849387579,4.1180692625157,0.0,0.0,1.3801169012579215,5.470630469048721,3.753451,7.151955624131778,3.948975,8.081755074010315,3.753451,0,1,Normal
2020,Malta,114.4607,3.753451,243224.5,0.432026,15697.84,220158.0,1700000000.0,0.376691,91.92693,84.77021,919.3065,4.845838,23066.5,1.4694059819694938,0.0585626111617904,0.0054001193794815,-3.38007016680002,0.0,0.0,-13.902336219837451,-1.752432122271197,3.753451,4.1180692625157,4.072379,2.62998490661582,3.753451,1,1,Normal
2021,Malta,115.2345,3.753451,243224.5,0.432026,17781.5,220158.0,1680000000.0,0.362863,91.92693,86.13228,1144.157,3.774278,23066.5,1.2972190197677362,0.0643453589404718,0.0048439265528779,13.273545914597172,0.0,0.0,1.6067790795846637,-3.6709132949818257,3.753451,-3.38007016680002,4.845838,4.670515003437618,3.753451,0,1,Normal
2022,Malta,121.636,3.753451,243224.5,0.432026,18246.12,220158.0,1700000000.0,0.408254,91.92693,71.98779,1195.769,3.452297,23066.5,1.2641865777491326,0.0655355220726379,0.0039453752359405,2.612940415600473,0.0,0.0,-16.421822341171033,12.5091287896534,3.753451,13.273545914597172,3.774278,4.168805387799209,3.753451,0,1,Normal
2023,Malta,127.5013,3.753451,243224.5,0.432026,20186.15,220158.0,1820000000.0,0.396967,91.92693,73.84268,1204.671,3.32269,23066.5,1.1426894182397336,0.0596780961203597,0.0036580863611931,10.632561881649384,0.0,0.0,2.576673071919555,-2.7647004070994963,3.753451,2.612940415600473,3.452297,8.839682737282343,3.753451,0,1,Normal
